name	taxonomy_id	taxonomy_lvl	N2_num	N2_frac	N3_num	N3_frac	N4_num	N4_frac	E1_num	E1_frac	E3_num	E3_frac	E4_num	E4_frac	E5_num	E5_frac
Aureitalea sp. RR4-38	2094025	S	0	0.00000	18	0.00000	21	0.00001	0	0.00000	294	0.00004	0	0.00000	0	0.00000
Paenibacillus sp. RUD330	2023772	S	64	0.00002	22	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Mageeibacillus indolicus	884684	S	203	0.00005	0	0.00000	226	0.00006	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Actinomyces pacaensis	1852377	S	0	0.00000	18	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Kocuria rosea	1275	S	0	0.00000	0	0.00000	0	0.00000	103	0.00002	0	0.00000	0	0.00000	0	0.00000
Pseudothermotoga thermarum	119394	S	23	0.00001	0	0.00000	2336	0.00067	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Nocardia arthritidis	228602	S	36	0.00001	14	0.00000	0	0.00000	0	0.00000	101	0.00002	0	0.00000	0	0.00000
Pseudonocardia sp. AL041005-10	445576	S	87	0.00002	0	0.00000	22	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Vibrio alginolyticus	663	S	146	0.00004	0	0.00000	611	0.00018	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Clostridium argentinense	29341	S	13251	0.00321	651	0.00007	30329	0.00872	2637	0.00053	112909	0.01687	1360	0.00831	29266	0.00557
Hydrogenobacter thermophilus	940	S	151	0.00004	0	0.00000	403	0.00012	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Mycolicibacter terrae	1788	S	0	0.00000	0	0.00000	18	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Chlamydia caviae	83557	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	222	0.00004
Raoultella sp. X13	2259647	S	0	0.00000	0	0.00000	4255	0.00122	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Pseudomonas amygdali	47877	S	0	0.00000	0	0.00000	0	0.00000	31	0.00001	287	0.00004	0	0.00000	0	0.00000
Mycoplasma citelli	171281	S	0	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Streptococcus oralis	1303	S	1481	0.00036	840	0.00009	308	0.00009	0	0.00000	49	0.00001	0	0.00000	229	0.00004
Erythrobacter neustonensis	1112	S	0	0.00000	0	0.00000	0	0.00000	44	0.00001	0	0.00000	0	0.00000	0	0.00000
Oceanimonas sp. GK1	511062	S	17	0.00000	0	0.00000	274	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Paenibacillus lutimineralis	2707005	S	429	0.00010	0	0.00000	3042	0.00087	0	0.00000	0	0.00000	0	0.00000	2841	0.00054
Fusobacterium nucleatum	851	S	1429	0.00035	23	0.00000	3492	0.00100	412	0.00008	1420	0.00021	100	0.00061	3527	0.00067
Acinetobacter shaoyimingii	2715164	S	21	0.00001	0	0.00000	33	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Buttiauxella agrestis	82977	S	0	0.00000	0	0.00000	20	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Streptococcus intermedius	1338	S	824	0.00020	0	0.00000	365	0.00010	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Pseudomonas nitroreducens	46680	S	0	0.00000	0	0.00000	37	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Yersinia virus Yen9-04	2560849	S	0	0.00000	0	0.00000	45	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Paraburkholderia caribensis	75105	S	31	0.00001	0	0.00000	17	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Cycloclasticus zancles	1329899	S	0	0.00000	0	0.00000	79	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Pseudomonas trivialis	200450	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	71	0.00001
Vibrio rotiferianus	190895	S	0	0.00000	0	0.00000	41	0.00001	0	0.00000	54	0.00001	0	0.00000	26	0.00000
Arcanobacterium phocae	131112	S	0	0.00000	0	0.00000	0	0.00000	285	0.00006	18	0.00000	0	0.00000	0	0.00000
Magnetospirillum sp. XM-1	1663591	S	0	0.00000	0	0.00000	55	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Nostoc sp. NIES-2111	1973475	S	956	0.00023	0	0.00000	81	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Vibrio cyclitrophicus	47951	S	0	0.00000	0	0.00000	21	0.00001	0	0.00000	0	0.00000	0	0.00000	17	0.00000
Persicimonas caeni	2292766	S	34	0.00001	0	0.00000	232	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Rhodococcus sp. WMMA185	679318	S	16	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Anaerococcus vaginalis	33037	S	91	0.00002	0	0.00000	269	0.00008	850	0.00017	178	0.00003	0	0.00000	0	0.00000
Gramella sp. MAR_2010_147	1250205	S	49	0.00001	12	0.00000	272	0.00008	49	0.00001	0	0.00000	0	0.00000	0	0.00000
Wolbachia endosymbiont of Dirofilaria (Dirofilaria) immitis	1812115	S	66	0.00002	0	0.00000	44	0.00001	0	0.00000	0	0.00000	0	0.00000	30	0.00001
Nitratiruptor labii	2706014	S	0	0.00000	43	0.00000	259	0.00007	23	0.00000	0	0.00000	0	0.00000	0	0.00000
Chryseobacterium lactis	1241981	S	49	0.00001	19	0.00000	395	0.00011	0	0.00000	0	0.00000	0	0.00000	13	0.00000
Paenibacillus borealis	160799	S	84	0.00002	792	0.00008	318	0.00009	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Pseudomonas sp. BIOMIG1BAC	1758730	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	73	0.00001
Bosea sp. F3-2	2599640	S	12	0.00000	0	0.00000	4056	0.00117	0	0.00000	1159	0.00017	0	0.00000	0	0.00000
Synechococcus sp. PCC 7336	195250	S	0	0.00000	631	0.00006	23	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Sulfitobacter pseudonitzschiae	1402135	S	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Psychrobacter sp. G	571800	S	0	0.00000	0	0.00000	47	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Streptococcus sp. LPB0220	2610896	S	81	0.00002	0	0.00000	34	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Candidatus Protochlamydia naegleriophila	389348	S	0	0.00000	0	0.00000	44	0.00001	0	0.00000	14	0.00000	0	0.00000	0	0.00000
Yersinia intermedia	631	S	0	0.00000	0	0.00000	145	0.00004	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bartonella sp. WD16.2	1933904	S	0	0.00000	0	0.00000	37	0.00001	0	0.00000	19	0.00000	0	0.00000	0	0.00000
Caproiciproducens sp. 7D4C2	2721621	S	137	0.00003	52	0.00001	152	0.00004	0	0.00000	0	0.00000	0	0.00000	64	0.00001
Thermoanaerobacter italicus	108150	S	175	0.00004	0	0.00000	279	0.00008	0	0.00000	0	0.00000	127	0.00078	0	0.00000
Clostridium baratii	1561	S	3233	0.00078	76	0.00001	10160	0.00292	4744	0.00095	15502	0.00232	444	0.00271	42484	0.00809
Streptococcus pneumoniae	1313	S	124	0.00003	0	0.00000	224	0.00006	0	0.00000	0	0.00000	314	0.00192	0	0.00000
Marinobacterium aestuarii	1821621	S	0	0.00000	0	0.00000	61	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Rhodopseudomonas palustris	1076	S	88	0.00002	25	0.00000	17	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Butyrivibrio proteoclasticus	43305	S	168	0.00004	12	0.00000	179	0.00005	0	0.00000	1545	0.00023	0	0.00000	34	0.00001
Choristoneura fumiferana granulovirus	56947	S	0	0.00000	0	0.00000	47	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Propionibacterium virus PHL092M00	1982282	S	454	0.00011	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2458	0.00047
Phocaeicola salanitronis	376805	S	58	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Candidatus Planktophila dulcis	1884914	S	18	0.00000	0	0.00000	27	0.00001	0	0.00000	107	0.00002	0	0.00000	0	0.00000
Gimesia chilikensis	2605989	S	37	0.00001	0	0.00000	52	0.00001	0	0.00000	30	0.00000	0	0.00000	12	0.00000
Mycoplasma iowae	2116	S	36	0.00001	0	0.00000	442	0.00013	14	0.00000	0	0.00000	0	0.00000	0	0.00000
Dokdonia donghaensis	326320	S	0	0.00000	0	0.00000	78	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Nostoc sp. TCL26-01	2576904	S	82	0.00002	0	0.00000	1900	0.00055	323	0.00006	0	0.00000	0	0.00000	0	0.00000
Methylotenera versatilis	1055487	S	60	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Desulfobacter postgatei	2293	S	907	0.00022	0	0.00000	233	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Advenella mimigardefordensis	302406	S	104	0.00003	0	0.00000	15	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Teredinibacter purpureus	2731756	S	43	0.00001	0	0.00000	13	0.00000	0	0.00000	0	0.00000	13	0.00008	0	0.00000
Vibrio sp. SM1977	2662262	S	32	0.00001	0	0.00000	62	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Citrobacter sp. RHB25-C09	2742624	S	0	0.00000	758	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Enterococcus casseliflavus	37734	S	45	0.00001	0	0.00000	52	0.00001	0	0.00000	31	0.00000	0	0.00000	0	0.00000
Pirellulimonas nuda	2528009	S	0	0.00000	0	0.00000	72	0.00002	13	0.00000	0	0.00000	0	0.00000	842	0.00016
Colwellia sp. PAMC 20917	1816218	S	31	0.00001	13	0.00000	487	0.00014	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Corynebacterium crudilactis	1652495	S	476	0.00012	23	0.00000	28	0.00001	0	0.00000	0	0.00000	0	0.00000	49	0.00001
Candidatus Midichloria mitochondrii	234827	S	45	0.00001	0	0.00000	200	0.00006	1402	0.00028	0	0.00000	0	0.00000	124	0.00002
Campylobacter concisus	199	S	22	0.00001	531	0.00005	572	0.00016	0	0.00000	2401	0.00036	0	0.00000	72	0.00001
Melioribacter roseus	1134405	S	0	0.00000	0	0.00000	42	0.00001	2317	0.00046	0	0.00000	0	0.00000	17	0.00000
Desulfosporosinus youngiae	339862	S	15493	0.00375	398150	0.04089	113732	0.03270	1571	0.00031	331	0.00005	0	0.00000	24	0.00000
Streptococcus equi	1336	S	68	0.00002	0	0.00000	113	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Proteiniphilum saccharofermentans	1642647	S	16	0.00000	0	0.00000	71	0.00002	0	0.00000	0	0.00000	0	0.00000	42	0.00001
Ichthyobacterium seriolicida	242600	S	46	0.00001	0	0.00000	41	0.00001	0	0.00000	45	0.00001	0	0.00000	10	0.00000
Mesorhizobium sp. M3A.F.Ca.ET.080.04.2.1	2493676	S	0	0.00000	0	0.00000	105	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Novosphingobium ginsenosidimutans	1176536	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	56	0.00001	0	0.00000	0	0.00000
Paenibacillus sp. Cedars	1980674	S	290	0.00007	0	0.00000	54	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Spirosoma pollinicola	2057025	S	28	0.00001	0	0.00000	208	0.00006	5468	0.00110	54	0.00001	216	0.00132	206	0.00004
Kroppenstedtia eburnea	714067	S	69	0.00002	0	0.00000	1038	0.00030	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Halomonas piezotolerans	2609667	S	0	0.00000	0	0.00000	85	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Anoxybacter fermentans	1323375	S	236	0.00006	48	0.00000	1483	0.00043	31	0.00001	0	0.00000	414	0.00253	0	0.00000
Streptococcus himalayensis	1888195	S	0	0.00000	36	0.00000	27	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Desulfotomaculum ferrireducens	1833852	S	147907	0.03581	20586	0.00211	99322	0.02856	254	0.00005	53368	0.00798	0	0.00000	80	0.00002
Tenacibaculum sp. DSM 106434	2358479	S	19	0.00000	0	0.00000	102	0.00003	44	0.00001	0	0.00000	0	0.00000	0	0.00000
Pediococcus pentosaceus	1255	S	18	0.00000	454	0.00005	129	0.00004	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Lacimicrobium alkaliphilum	1526571	S	15	0.00000	0	0.00000	20	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Acinetobacter larvae	1789224	S	0	0.00000	0	0.00000	78	0.00002	0	0.00000	381	0.00006	0	0.00000	0	0.00000
Rhodococcus erythropolis	1833	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	78	0.00001
Streptomyces bacillaris	68179	S	0	0.00000	0	0.00000	0	0.00000	193	0.00004	0	0.00000	0	0.00000	0	0.00000
Bifidobacterium actinocoloniiforme	638619	S	0	0.00000	0	0.00000	32	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Thalassotalea crassostreae	1763536	S	25	0.00001	0	0.00000	20	0.00001	0	0.00000	0	0.00000	0	0.00000	19	0.00000
Fusobacterium necrophorum	859	S	384	0.00009	0	0.00000	132	0.00004	0	0.00000	133	0.00002	0	0.00000	55	0.00001
Bathymodiolus thermophilus thioautotrophic gill symbiont	2360	S	0	0.00000	0	0.00000	29	0.00001	0	0.00000	0	0.00000	0	0.00000	49	0.00001
Brevundimonas diminuta	293	S	0	0.00000	0	0.00000	0	0.00000	26	0.00001	0	0.00000	0	0.00000	0	0.00000
Flavobacterium arcticum	1784713	S	34	0.00001	0	0.00000	80	0.00002	18	0.00000	0	0.00000	0	0.00000	38	0.00001
Stenotrophomonas sp. 364	2691571	S	0	0.00000	0	0.00000	78	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Sulfurimonas sp. GYSZ_1	2590022	S	75	0.00002	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Thermocrinis albus	136094	S	0	0.00000	0	0.00000	0	0.00000	20	0.00000	0	0.00000	0	0.00000	0	0.00000
Spiroplasma chrysopicola	216933	S	24	0.00001	0	0.00000	20	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Nitrosomonas stercoris	1444684	S	46	0.00001	0	0.00000	176	0.00005	0	0.00000	0	0.00000	0	0.00000	670	0.00013
Aquiflexum balticum	280473	S	877	0.00021	0	0.00000	55	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Methylotenera mobilis	359408	S	0	0.00000	0	0.00000	15	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Desulfovibrio sp. 86	2666132	S	23	0.00001	0	0.00000	110	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Ilyobacter polytropus	167642	S	80	0.00002	0	0.00000	1724	0.00050	0	0.00000	112	0.00002	20	0.00012	11	0.00000
Pseudopropionibacterium propionicum	1750	S	0	0.00000	0	0.00000	35	0.00001	0	0.00000	0	0.00000	0	0.00000	19	0.00000
Eggerthella sp. YY7918	502558	S	0	0.00000	0	0.00000	91	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Hydrogenovibrio crunogenus	39765	S	11	0.00000	0	0.00000	0	0.00000	10	0.00000	406	0.00006	0	0.00000	0	0.00000
Phocaeicola vulgatus	821	S	70	0.00002	0	0.00000	86	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Magnetospira sp. QH-2	1288970	S	0	0.00000	0	0.00000	38	0.00001	0	0.00000	80	0.00001	0	0.00000	0	0.00000
Pusillimonas sp. T7-7	1007105	S	35	0.00001	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Candidatus Chazhemtobacterium aquaticus	2715735	S	92	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Companilactobacillus allii	1847728	S	14	0.00000	0	0.00000	153	0.00004	0	0.00000	10	0.00000	0	0.00000	0	0.00000
Mesorhizobium japonicum	2066070	S	643	0.00016	172	0.00002	23	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Nitrospira moscoviensis	42253	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	118	0.00072	0	0.00000
Weissella jogaejeotgali	1631871	S	25	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Egicoccus halophilus	1670830	S	11	0.00000	0	0.00000	281	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Akkermansia glycaniphila	1679444	S	0	0.00000	0	0.00000	67	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Glaciihabitans sp. INWT7	2596912	S	1036	0.00025	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Gallibacterium anatis	750	S	23	0.00001	0	0.00000	43	0.00001	0	0.00000	0	0.00000	0	0.00000	1480	0.00028
Streptococcus pseudoporcinus	361101	S	33	0.00001	39	0.00000	434	0.00012	0	0.00000	0	0.00000	0	0.00000	373	0.00007
Nitrosomonas sp. AL212	153948	S	79	0.00002	0	0.00000	17	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Aquicella lusitana	254246	S	174	0.00004	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bacillus virus Mater	2560332	S	62	0.00002	0	0.00000	64	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Shewanella woodyi	60961	S	16	0.00000	0	0.00000	28	0.00001	0	0.00000	0	0.00000	0	0.00000	341	0.00006
Candidatus Endolissoclinum faulkneri	1263979	S	0	0.00000	0	0.00000	247	0.00007	0	0.00000	0	0.00000	26	0.00016	0	0.00000
Microbacterium sp. Se63.02b	2709304	S	92	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Hydrogenimonas urashimensis	2740515	S	17	0.00000	0	0.00000	200	0.00006	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Sphingopyxis sp. LPB0140	1913578	S	10	0.00000	0	0.00000	16	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Slackia heliotrinireducens	84110	S	354	0.00009	0	0.00000	69	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Marinomonas arctica	383750	S	0	0.00000	0	0.00000	39	0.00001	0	0.00000	0	0.00000	14	0.00009	0	0.00000
Neisseria sp. 10022	1853276	S	0	0.00000	0	0.00000	44	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Turkeypox virus	336486	S	0	0.00000	0	0.00000	33	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Aeromonas sp. ASNIH7	1920107	S	0	0.00000	0	0.00000	0	0.00000	142495	0.02857	0	0.00000	0	0.00000	0	0.00000
Kunsagivirus C	2169966	S	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Vagococcus sp. CF-49	2562451	S	35	0.00001	0	0.00000	383	0.00011	51	0.00001	3346	0.00050	0	0.00000	0	0.00000
Burkholderia stagnalis	1503054	S	0	0.00000	0	0.00000	0	0.00000	25	0.00001	0	0.00000	0	0.00000	0	0.00000
Mycoplasma sp. Mirounga ES2806-GEN	754515	S	3542	0.00086	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	41	0.00001
Anaerostipes caccae	105841	S	238	0.00006	0	0.00000	280	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Pseudomonas viciae	2505979	S	0	0.00000	0	0.00000	1266	0.00036	0	0.00000	3770	0.00056	0	0.00000	0	0.00000
Woeseia oceani	1548547	S	0	0.00000	34	0.00000	27	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Desulfofarcimen acetoxidans	58138	S	2671	0.00065	4936	0.00051	5077	0.00146	0	0.00000	1270	0.00019	0	0.00000	0	0.00000
Virgibacillus sp. Bac330	2419841	S	0	0.00000	0	0.00000	421	0.00012	42	0.00001	0	0.00000	0	0.00000	0	0.00000
Acetobacter pomorum	65959	S	71	0.00002	0	0.00000	77	0.00002	106	0.00002	0	0.00000	0	0.00000	0	0.00000
Methylomicrobium buryatense	95641	S	0	0.00000	0	0.00000	18	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Marinobacter sp. LQ44	1749259	S	0	0.00000	26	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000
Oenococcus oeni	1247	S	75	0.00002	0	0.00000	64	0.00002	0	0.00000	0	0.00000	22	0.00013	18	0.00000
Priestia megaterium	1404	S	3898	0.00094	191	0.00002	8073	0.00232	290	0.00006	96	0.00001	455	0.00278	6610	0.00126
Gloeobacter violaceus	33072	S	11	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Treponema sp. OMZ 838	1539298	S	32	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Lacrimispora saccharolytica	84030	S	4962	0.00120	441	0.00005	6941	0.00200	0	0.00000	2565	0.00038	14	0.00009	11091	0.00211
Nostoc sp. C052	2576902	S	80	0.00002	0	0.00000	345	0.00010	0	0.00000	0	0.00000	40	0.00024	0	0.00000
Virgibacillus sp. Bac332	2419842	S	196	0.00005	381	0.00004	844	0.00024	0	0.00000	0	0.00000	0	0.00000	35	0.00001
Staphylococcus virus IPLA5	1197952	S	82	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Microbacterium oleivorans	273677	S	72	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Mycobacterium gordonae	1778	S	0	0.00000	84	0.00001	89	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Cyclobacterium amurskyense	320787	S	0	0.00000	0	0.00000	388	0.00011	10	0.00000	750	0.00011	0	0.00000	58	0.00001
Brevibacterium siliguriense	1136497	S	146	0.00004	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Vibrio ponticus	265668	S	44	0.00001	0	0.00000	18	0.00001	15	0.00000	0	0.00000	0	0.00000	0	0.00000
Gilliamella apicola	1196095	S	86	0.00002	0	0.00000	550	0.00016	0	0.00000	29	0.00000	0	0.00000	33	0.00001
Phocaeicola dorei	357276	S	36	0.00001	0	0.00000	145	0.00004	0	0.00000	589	0.00009	155	0.00095	1029	0.00020
Olleya sp. Bg11-27	2058135	S	113	0.00003	0	0.00000	72	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Rhodobacter sp. LPB0142	1850250	S	0	0.00000	0	0.00000	16	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Helicobacter pylori	210	S	3894	0.00094	88	0.00001	453	0.00013	23	0.00000	65	0.00001	34	0.00021	547	0.00010
Vibrio metoecus	1481663	S	0	0.00000	15	0.00000	274	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Acinetobacter johnsonii	40214	S	79	0.00002	78569	0.00807	663	0.00019	0	0.00000	295	0.00004	0	0.00000	16	0.00000
Undibacterium parvum	401471	S	0	0.00000	33	0.00000	78	0.00002	0	0.00000	0	0.00000	0	0.00000	20	0.00000
Planococcus donghaensis	414778	S	320	0.00008	0	0.00000	189	0.00005	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Staphylococcus sp. 23_2_7_LY	2781774	S	24	0.00001	27	0.00000	78	0.00002	0	0.00000	631	0.00009	0	0.00000	44	0.00001
Mycolicibacterium arabiense	1286181	S	19	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Thermotoga profunda	1508420	S	1361	0.00033	13636	0.00140	114	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Eubacterium callanderi	53442	S	89	0.00002	0	0.00000	837	0.00024	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Egibacter rhizosphaerae	1670831	S	59	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Lactobacillus sp. wkB8	1545702	S	21	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Borrelia coriaceae	144	S	0	0.00000	0	0.00000	31	0.00001	0	0.00000	23	0.00000	0	0.00000	0	0.00000
Chlorobium phaeobacteroides	1096	S	0	0.00000	0	0.00000	204	0.00006	0	0.00000	584	0.00009	0	0.00000	0	0.00000
Flaviflexus sp. H23T48	2496867	S	211	0.00005	0	0.00000	0	0.00000	114	0.00002	0	0.00000	0	0.00000	0	0.00000
Hymenobacter sedentarius	1411621	S	0	0.00000	0	0.00000	25	0.00001	11	0.00000	0	0.00000	0	0.00000	0	0.00000
Planctomyces sp. SH-PL14	1632864	S	0	0.00000	0	0.00000	19	0.00001	0	0.00000	0	0.00000	0	0.00000	10	0.00000
Sporosarcina sp. P37	1930546	S	0	0.00000	0	0.00000	492	0.00014	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Fructilactobacillus lindneri	53444	S	128	0.00003	0	0.00000	53	0.00002	0	0.00000	2583	0.00039	0	0.00000	0	0.00000
Fusobacterium mortiferum	850	S	247	0.00006	69	0.00001	1237	0.00036	0	0.00000	1947	0.00029	0	0.00000	70	0.00001
Porphyromonas cangingivalis	36874	S	0	0.00000	0	0.00000	43	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Geosporobacter ferrireducens	1424294	S	4417	0.00107	3276	0.00034	12612	0.00363	0	0.00000	4993	0.00075	13	0.00008	131	0.00002
Campylobacter sp. RM8964	1660074	S	0	0.00000	0	0.00000	119	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Streptococcus mitis	28037	S	130	0.00003	0	0.00000	102	0.00003	20	0.00000	0	0.00000	0	0.00000	0	0.00000
Edwardsiella tarda	636	S	18	0.00000	0	0.00000	60	0.00002	1065	0.00021	2030	0.00030	0	0.00000	85	0.00002
Gardnerella leopoldii	2792978	S	21	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Corynebacterium imitans	156978	S	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000
Enterococcus sp. CR-Ec1	2057791	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	26	0.00000	0	0.00000	0	0.00000
Pediococcus damnosus	51663	S	41	0.00001	14	0.00000	758	0.00022	0	0.00000	0	0.00000	0	0.00000	349	0.00007
Allopseudarcicella aquatilis	998844	S	0	0.00000	0	0.00000	81	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Staphylospora marina	2490858	S	74	0.00002	0	0.00000	855	0.00025	0	0.00000	4190	0.00063	0	0.00000	0	0.00000
Proteus mirabilis	584	S	316	0.00008	0	0.00000	127	0.00004	258	0.00005	0	0.00000	0	0.00000	6060	0.00115
Methylocystis parvus	134	S	0	0.00000	12	0.00000	72	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
